gets,rssi,address
0,-88,80324D1A-7A05-DCA2-D675-DF7AE48F80D0
0,-69,B43A23A2-9E71-C6E8-E077-47C1867CA41C
0,-42,7D1D648C-8CED-928B-3483-B164419E75B2
0,-81,6439E5F8-45A3-2BF9-A90F-2F5412EAD07E
0,-61,CB334F59-F065-7DAB-9C2B-5A3669B0BD26
0,-67,BBE44E4E-3BEA-1528-EFA4-7A324456043A
0,-97,E4449501-7A76-AA58-CC11-0D5292F8E06A
0,-85,83AB0194-3262-9E1D-6868-780B68180A1F
0,-69,98BD1E1D-667F-6465-F2C0-AD62408ADEE8
0,-46,CEEB922A-7DDE-46D0-CDC8-E7CDA8BD08A2
0,-70,6A24D35D-35ED-06B5-B39A-EAD4365222EA
0,-99,B779BA50-0B02-B6EB-F369-2E330AFC31F5
0,-90,1A6F6B1A-5B42-9260-9384-259F81E6E89C
0,-85,9A5F8A1B-3BD7-0A1B-99CE-D4B805F0FA27
0,-78,25EEE710-D922-C8EB-84FC-60C776058272
0,-72,13611532-E963-EE25-A8B6-448A5F64C501
0,-69,10E79AFE-4E98-6854-65EF-3E2C2D93DC46
0,-75,B29B9BDF-31B4-EFB5-9341-4823593885EA
0,-50,7ACF5DA2-65CB-4119-12AB-22CBA8C09B29
0,-79,99FC17B2-BBDE-A56A-E241-2F789956D915
0,-81,5CF555D6-48CA-4ADC-9211-635182D7E387
0,-91,67FFA22E-F2BD-3665-AD1C-2ABCEC892E3B
0,-75,497D108A-8000-60BF-9EC6-D425A99F01B2
0,-93,40234201-0248-FAD4-2893-17374C36AD8B
0,-84,1667049A-7372-C30D-89B2-B1ECA12DB046
0,-60,51808EF8-2162-420F-731F-0817F82681B1
0,-69,0927D63B-9C1F-550F-2837-833C800C0015
0,-83,E454F94D-9C6E-ECA1-85D2-014317A7A8E9
0,-61,E1BEC981-F150-F7B4-9462-855BE34E0B7F
0,-90,C43A9D69-523A-95DA-C4D0-C87F69B323E1
0,-71,32F31CC5-70F7-2C9C-C688-6996A985B386
0,-80,ACE72ECA-09A9-EAC6-1AF2-2E76BF660E4E
0,-92,04BAB474-320A-44CF-2E48-F6A57219ED08
0,-90,249C181E-96E7-D024-AD18-CEC7BE3C93E9
0,-94,A24CC2A3-FC82-437A-DA70-A30AFA2E6483
0,-71,3E0588ED-B074-0E75-CF27-8FD8719BC258
0,-70,8A50F6B1-3DB1-A85A-6ED9-343168E5E515
0,-84,11568810-14EB-73E2-57A7-8E4F671044D2
0,-75,8792153E-FDDA-84CC-BD7D-C8C6193F29A0
0,-72,C1585FD6-BAD0-9CC9-A0DD-D6A5137C7C97
0,-75,D59D2354-372E-EC13-7BDA-49D8735505CC
0,-65,2E69403D-0597-EAD1-3A45-239969C651B6
0,-42,DCB25614-9ADE-B1F7-5069-BE3843A94AC7
0,-65,8A60BD70-3625-C7FC-E1BD-921F21A9665A
0,-78,F0571E8D-A7BA-A618-7C1F-9B5DE0708944
0,-87,2EAED031-3590-344B-C4A8-89837A4F7FD1
0,-93,28:ac:9e:3e:b1:8e
0,-89,b0:c7:45:c9:0d:d5
0,-88,10:27:f5:e3:50:97
0,-87,c4:36:c0:e3:cc:3f
0,-87,c4:36:c0:e3:cc:3e
0,-87,c4:36:c0:e3:cc:38
0,-87,b0:26:80:d1:d8:ae
0,-87,84:af:ec:a7:f2:b4
0,-86,b0:26:80:d1:d8:af
0,-85,84:af:ec:86:f0:70
0,-77,80:ea:96:f2:cc:77
0,-76,c0:06:c3:c0:b9:d3
0,-74,b0:c7:45:c9:0d:d0
0,-73,ac:44:f2:8c:e9:20
0,-72,b0:26:80:d1:cf:01
0,-72,b0:26:80:d1:cf:00
0,-71,84:af:ec:86:f0:60
0,-66,80:ea:96:f2:cc:76
0,-64,c0:06:c3:c0:b9:d2
0,-59,e8:4f:25:d6:0e:45
0,-58,60:84:bd:de:7c:60
0,-47,c0:25:a2:a7:2e:2a
0,-58,60:84:bd:de:7c:67
0,-57,ac:44:f2:8c:b0:e0
0,-56,ac:44:f2:8c:e8:a8
0,-54,b0:26:80:d1:cf:0e
0,-53,b0:26:80:d1:cf:0f
0,-51,28:ac:9e:3e:b9:ae
0,-51,28:ac:9e:3e:b9:af
0,-44,c0:25:a2:a7:2e:2b
0,-44,c0:25:a2:a9:b1:4f
1,-49,7ACF5DA2-65CB-4119-12AB-22CBA8C09B29
1,-56,51808EF8-2162-420F-731F-0817F82681B1
1,-57,91592F85-8583-F7D2-B20C-CF8314BB5E59
1,-56,CB334F59-F065-7DAB-9C2B-5A3669B0BD26
1,-93,2EAED031-3590-344B-C4A8-89837A4F7FD1
1,-70,98BD1E1D-667F-6465-F2C0-AD62408ADEE8
1,-78,F0571E8D-A7BA-A618-7C1F-9B5DE0708944
1,-75,6439E5F8-45A3-2BF9-A90F-2F5412EAD07E
1,-80,8A60BD70-3625-C7FC-E1BD-921F21A9665A
1,-73,10E79AFE-4E98-6854-65EF-3E2C2D93DC46
1,-82,B29B9BDF-31B4-EFB5-9341-4823593885EA
1,-67,3E7BD904-8603-77EF-8151-D4DE5FD6E78A
1,-74,1A6F6B1A-5B42-9260-9384-259F81E6E89C
1,-73,5FAEC74A-B372-18CD-3464-305CD379F907
1,-73,25EEE710-D922-C8EB-84FC-60C776058272
1,-75,CB3FA815-792F-F093-ACFF-69B2FB6871CF
1,-74,BBE44E4E-3BEA-1528-EFA4-7A324456043A
1,-83,1667049A-7372-C30D-89B2-B1ECA12DB046
1,-72,99FC17B2-BBDE-A56A-E241-2F789956D915
1,-85,9A5F8A1B-3BD7-0A1B-99CE-D4B805F0FA27
1,-67,B43A23A2-9E71-C6E8-E077-47C1867CA41C
1,-69,13611532-E963-EE25-A8B6-448A5F64C501
1,-84,11568810-14EB-73E2-57A7-8E4F671044D2
1,-76,C7D801D0-6CB0-8BAC-5F66-74F8A1132E8D
1,-93,80324D1A-7A05-DCA2-D675-DF7AE48F80D0
1,-69,0896FD2C-8A5B-89C7-99EA-A33F73198964
1,-89,B779BA50-0B02-B6EB-F369-2E330AFC31F5
1,-94,40234201-0248-FAD4-2893-17374C36AD8B
1,-70,014E3480-8DCF-32C5-FB83-0FE3F9E647A1
1,-58,E1BEC981-F150-F7B4-9462-855BE34E0B7F
1,-87,77E25248-68BD-55D5-353C-70A9B5BC4147
1,-88,04BAB474-320A-44CF-2E48-F6A57219ED08
1,-73,8792153E-FDDA-84CC-BD7D-C8C6193F29A0
1,-63,2E69403D-0597-EAD1-3A45-239969C651B6
1,-89,2FD35A34-4C5E-50DD-0EC1-636D6F5D6545
1,-67,D59D2354-372E-EC13-7BDA-49D8735505CC
1,-45,7D1D648C-8CED-928B-3483-B164419E75B2
1,-99,B7D877B4-8EBF-A152-4CB3-42721417111E
1,-69,5CF555D6-48CA-4ADC-9211-635182D7E387
1,-92,67FFA22E-F2BD-3665-AD1C-2ABCEC892E3B
1,-71,80280365-B20E-1CFF-B716-1AF288304351
1,-70,6A24D35D-35ED-06B5-B39A-EAD4365222EA
1,-92,E454F94D-9C6E-ECA1-85D2-014317A7A8E9
1,-69,497D108A-8000-60BF-9EC6-D425A99F01B2
1,-64,8A50F6B1-3DB1-A85A-6ED9-343168E5E515
1,-71,A1444613-FD08-5AB4-70DE-F1C849A324D5
1,-89,0927D63B-9C1F-550F-2837-833C800C0015
1,-70,3E0588ED-B074-0E75-CF27-8FD8719BC258
1,-86,8D85DC3F-F1EF-4CFB-E847-EC1D4E0EE582
1,-96,A24CC2A3-FC82-437A-DA70-A30AFA2E6483
1,-93,28:ac:9e:3e:b1:8e
1,-88,b0:c7:45:c9:0d:d5
1,-87,c4:36:c0:e3:cc:3e
1,-87,b0:26:80:d1:d8:ae
1,-87,84:af:ec:a7:f2:b4
1,-87,10:27:f5:e3:50:97
1,-86,c4:36:c0:e3:cc:3f
1,-86,c4:36:c0:e3:cc:38
1,-86,b0:26:80:d1:d8:af
1,-85,84:af:ec:86:f0:70
1,-80,80:ea:96:f2:cc:77
1,-75,c0:06:c3:c0:b9:d3
1,-74,b0:c7:45:c9:0d:d0
1,-73,ac:44:f2:8c:e9:20
1,-72,b0:26:80:d1:cf:01
1,-72,b0:26:80:d1:cf:00
1,-71,84:af:ec:86:f0:60
1,-68,28:ac:9e:3e:b9:a0
1,-68,28:ac:9e:3e:b9:a1
1,-68,80:ea:96:f2:cc:76
1,-66,d0:40:ef:f9:f0:9d
1,-64,c0:06:c3:c0:b9:d2
1,-59,e8:4f:25:d6:0e:45
1,-56,60:84:bd:de:7c:60
1,-48,c0:25:a2:a7:2e:2a
1,-40,e8:4f:25:d3:9b:75
1,-58,60:84:bd:de:7c:67
1,-58,ac:44:f2:8c:b0:e0
1,-58,ac:44:f2:8c:e8:a8
1,-54,b0:26:80:d1:cf:0f
1,-54,b0:26:80:d1:cf:0e
1,-50,28:ac:9e:3e:b9:ae
1,-50,28:ac:9e:3e:b9:af
1,-44,c0:25:a2:a7:2e:2b
1,-43,c0:25:a2:a9:b1:4f
2,-72,32F31CC5-70F7-2C9C-C688-6996A985B386
2,-68,10E79AFE-4E98-6854-65EF-3E2C2D93DC46
2,-71,8792153E-FDDA-84CC-BD7D-C8C6193F29A0
2,-66,497D108A-8000-60BF-9EC6-D425A99F01B2
2,-70,5CF555D6-48CA-4ADC-9211-635182D7E387
2,-83,ACE72ECA-09A9-EAC6-1AF2-2E76BF660E4E
2,-60,51808EF8-2162-420F-731F-0817F82681B1
2,-61,CB334F59-F065-7DAB-9C2B-5A3669B0BD26
2,-67,BBE44E4E-3BEA-1528-EFA4-7A324456043A
2,-95,A24CC2A3-FC82-437A-DA70-A30AFA2E6483
2,-63,2E69403D-0597-EAD1-3A45-239969C651B6
2,-67,E1BEC981-F150-F7B4-9462-855BE34E0B7F
2,-70,0927D63B-9C1F-550F-2837-833C800C0015
2,-100,B779BA50-0B02-B6EB-F369-2E330AFC31F5
2,-89,C43A9D69-523A-95DA-C4D0-C87F69B323E1
2,-73,25EEE710-D922-C8EB-84FC-60C776058272
2,-81,80324D1A-7A05-DCA2-D675-DF7AE48F80D0
2,-91,249C181E-96E7-D024-AD18-CEC7BE3C93E9
2,-88,04BAB474-320A-44CF-2E48-F6A57219ED08
2,-75,C1585FD6-BAD0-9CC9-A0DD-D6A5137C7C97
2,-70,C7D801D0-6CB0-8BAC-5F66-74F8A1132E8D
2,-76,62AD6CB1-240F-3D43-8405-33EC8BF3D7BB
2,-69,B43A23A2-9E71-C6E8-E077-47C1867CA41C
2,-82,9A5F8A1B-3BD7-0A1B-99CE-D4B805F0FA27
2,-48,7ACF5DA2-65CB-4119-12AB-22CBA8C09B29
2,-85,11568810-14EB-73E2-57A7-8E4F671044D2
2,-69,3E0588ED-B074-0E75-CF27-8FD8719BC258
2,-78,6A24D35D-35ED-06B5-B39A-EAD4365222EA
2,-82,F0571E8D-A7BA-A618-7C1F-9B5DE0708944
2,-73,98BD1E1D-667F-6465-F2C0-AD62408ADEE8
2,-84,FA3E01C8-BFD2-EEB6-4B65-3FE180426693
2,-39,7D1D648C-8CED-928B-3483-B164419E75B2
2,-61,6439E5F8-45A3-2BF9-A90F-2F5412EAD07E
2,-62,CEEB922A-7DDE-46D0-CDC8-E7CDA8BD08A2
2,-84,1A6F6B1A-5B42-9260-9384-259F81E6E89C
2,-79,CB3FA815-792F-F093-ACFF-69B2FB6871CF
2,-72,8A60BD70-3625-C7FC-E1BD-921F21A9665A
2,-73,470BCD0E-4128-C60A-A81D-998F97C53329
2,-70,99FC17B2-BBDE-A56A-E241-2F789956D915
2,-57,13611532-E963-EE25-A8B6-448A5F64C501
2,-83,1667049A-7372-C30D-89B2-B1ECA12DB046
2,-73,5FAEC74A-B372-18CD-3464-305CD379F907
2,-73,FECC9580-0160-68F0-903C-B4B165AAB9CC
2,-71,8A50F6B1-3DB1-A85A-6ED9-343168E5E515
2,-87,67FFA22E-F2BD-3665-AD1C-2ABCEC892E3B
2,-61,B29B9BDF-31B4-EFB5-9341-4823593885EA
2,-83,77E25248-68BD-55D5-353C-70A9B5BC4147
2,-93,28:ac:9e:3e:b1:8e
2,-88,b0:c7:45:c9:0d:d5
2,-87,c4:36:c0:e3:cc:3f
2,-87,c4:36:c0:e3:cc:3e
2,-87,c4:36:c0:e3:cc:38
2,-87,b0:26:80:d1:d8:ae
2,-87,b0:26:80:d1:d8:af
2,-87,84:af:ec:a7:f2:b4
2,-87,10:27:f5:e3:50:97
2,-85,84:af:ec:86:f0:70
2,-76,80:ea:96:f2:cc:77
2,-75,e8:4f:25:d6:2e:b9
2,-74,b0:c7:45:c9:0d:d0
2,-73,ac:44:f2:8c:e9:20
2,-73,c0:06:c3:c0:b9:d3
2,-72,16:27:f5:e3:50:96
2,-72,10:27:f5:e3:50:96
2,-72,b0:26:80:d1:cf:01
2,-72,b0:26:80:d1:cf:00
2,-71,84:af:ec:86:f0:60
2,-68,28:ac:9e:3e:b9:a0
2,-68,28:ac:9e:3e:b9:a1
2,-67,c0:06:c3:c0:b9:d2
2,-63,d0:40:ef:f9:f0:9d
2,-63,e8:4f:25:d6:0e:45
2,-56,80:ea:96:f2:cc:76
2,-50,c0:25:a2:a7:2e:2a
2,-48,60:84:bd:de:7c:60
2,-42,e8:4f:25:d3:9b:75
2,-58,60:84:bd:de:7c:67
2,-55,ac:44:f2:8c:b0:e0
2,-55,ac:44:f2:8c:e8:a8
2,-53,b0:26:80:d1:cf:0f
2,-53,b0:26:80:d1:cf:0e
2,-53,28:ac:9e:3e:b9:ae
2,-52,28:ac:9e:3e:b9:af
2,-44,c0:25:a2:a7:2e:2b
2,-41,c0:25:a2:a9:b1:4f
3,-70,497D108A-8000-60BF-9EC6-D425A99F01B2
3,-73,AB7D83E5-7101-36F5-D2B4-668B2C9A7903
3,-62,2E69403D-0597-EAD1-3A45-239969C651B6
3,-67,8A50F6B1-3DB1-A85A-6ED9-343168E5E515
3,-95,A24CC2A3-FC82-437A-DA70-A30AFA2E6483
3,-70,10E79AFE-4E98-6854-65EF-3E2C2D93DC46
3,-70,0927D63B-9C1F-550F-2837-833C800C0015
3,-63,B29B9BDF-31B4-EFB5-9341-4823593885EA
3,-77,FA3E01C8-BFD2-EEB6-4B65-3FE180426693
3,-54,91592F85-8583-F7D2-B20C-CF8314BB5E59
3,-59,CB334F59-F065-7DAB-9C2B-5A3669B0BD26
3,-75,3E0588ED-B074-0E75-CF27-8FD8719BC258
3,-69,6A24D35D-35ED-06B5-B39A-EAD4365222EA
3,-82,BBE44E4E-3BEA-1528-EFA4-7A324456043A
3,-62,E1BEC981-F150-F7B4-9462-855BE34E0B7F
3,-84,9A5F8A1B-3BD7-0A1B-99CE-D4B805F0FA27
3,-86,04BAB474-320A-44CF-2E48-F6A57219ED08
3,-90,80324D1A-7A05-DCA2-D675-DF7AE48F80D0
3,-96,A87224AC-4440-6421-23F3-8D88EE4F2949
3,-70,B43A23A2-9E71-C6E8-E077-47C1867CA41C
3,-48,7ACF5DA2-65CB-4119-12AB-22CBA8C09B29
3,-85,1667049A-7372-C30D-89B2-B1ECA12DB046
3,-62,402B799D-D0B5-1828-8A38-5A7872AC004C
3,-75,D59D2354-372E-EC13-7BDA-49D8735505CC
3,-73,25EEE710-D922-C8EB-84FC-60C776058272
3,-83,11568810-14EB-73E2-57A7-8E4F671044D2
3,-59,CEEB922A-7DDE-46D0-CDC8-E7CDA8BD08A2
3,-87,67FFA22E-F2BD-3665-AD1C-2ABCEC892E3B
3,-102,756C2E00-2EDF-F925-AFCF-51F8DC12B3B9
3,-40,7D1D648C-8CED-928B-3483-B164419E75B2
3,-67,5CF555D6-48CA-4ADC-9211-635182D7E387
3,-81,CB3FA815-792F-F093-ACFF-69B2FB6871CF
3,-86,1A6F6B1A-5B42-9260-9384-259F81E6E89C
3,-70,99FC17B2-BBDE-A56A-E241-2F789956D915
3,-72,8BDFFC3A-CAB9-9C5A-5F90-222316CF3FB3
3,-76,32F31CC5-70F7-2C9C-C688-6996A985B386
3,-58,51808EF8-2162-420F-731F-0817F82681B1
3,-47,13611532-E963-EE25-A8B6-448A5F64C501
3,-83,62AD6CB1-240F-3D43-8405-33EC8BF3D7BB
3,-89,342E00F8-E4F1-632A-4734-AEED3A13A0A0
3,-99,B779BA50-0B02-B6EB-F369-2E330AFC31F5
3,-93,E454F94D-9C6E-ECA1-85D2-014317A7A8E9
3,-72,A1ED206E-338C-46F5-A589-35FC4E56E4FA
3,-73,5FAEC74A-B372-18CD-3464-305CD379F907
3,-92,249C181E-96E7-D024-AD18-CEC7BE3C93E9
3,-82,ACE72ECA-09A9-EAC6-1AF2-2E76BF660E4E
3,-72,C1585FD6-BAD0-9CC9-A0DD-D6A5137C7C97
3,-89,b0:c7:45:c9:0d:d5
3,-88,c4:36:c0:e3:cc:38
3,-88,10:27:f5:e3:50:97
3,-87,9e:ad:97:b9:a0:be
3,-87,c4:36:c0:e3:cc:3f
3,-87,c4:36:c0:e3:cc:3e
3,-86,b0:26:80:d1:d8:ae
3,-86,84:af:ec:a7:f2:b4
3,-85,b0:26:80:d1:d8:af
3,-85,84:af:ec:86:f0:70
3,-77,80:ea:96:f2:cc:77
3,-75,e8:4f:25:d6:2e:b9
3,-74,ac:44:f2:8c:e9:20
3,-74,c0:06:c3:c0:b9:d3
3,-74,b0:c7:45:c9:0d:d0
3,-74,b0:26:80:d1:cf:01
3,-73,16:27:f5:e3:50:96
3,-72,10:27:f5:e3:50:96
3,-71,c4:36:c0:e3:cc:37
3,-71,84:af:ec:86:f0:60
3,-70,c4:36:c0:e3:cc:36
3,-69,80:ea:96:f2:cc:76
3,-68,c4:36:c0:e3:cc:30
3,-68,28:ac:9e:3e:b9:a0
3,-68,28:ac:9e:3e:b9:a1
3,-67,c6:06:c3:c0:b9:d2
3,-67,c0:06:c3:c0:b9:d2
3,-63,d0:40:ef:f9:f0:9d
3,-60,e8:4f:25:d6:0e:45
3,-59,60:84:bd:de:7c:60
3,-55,c0:25:a2:a7:2e:2a
3,-39,e8:4f:25:d3:9b:75
3,-58,60:84:bd:de:7c:67
3,-55,ac:44:f2:8c:e8:a8
3,-54,ac:44:f2:8c:b0:e0
3,-53,b0:26:80:d1:cf:0f
3,-52,b0:26:80:d1:cf:0e
3,-52,28:ac:9e:3e:b9:ae
3,-51,28:ac:9e:3e:b9:af
3,-44,c0:25:a2:a7:2e:2b
3,-41,c0:25:a2:a9:b1:4f
4,-50,7ACF5DA2-65CB-4119-12AB-22CBA8C09B29
4,-83,5FAEC74A-B372-18CD-3464-305CD379F907
4,-88,67FFA22E-F2BD-3665-AD1C-2ABCEC892E3B
4,-85,11568810-14EB-73E2-57A7-8E4F671044D2
4,-68,E93AB3DA-6277-0FCF-F172-4C8891BDB8EA
4,-83,9A5F8A1B-3BD7-0A1B-99CE-D4B805F0FA27
4,-64,8A50F6B1-3DB1-A85A-6ED9-343168E5E515
4,-69,0896FD2C-8A5B-89C7-99EA-A33F73198964
4,-66,BBE44E4E-3BEA-1528-EFA4-7A324456043A
4,-84,1667049A-7372-C30D-89B2-B1ECA12DB046
4,-69,6A24D35D-35ED-06B5-B39A-EAD4365222EA
4,-78,8792153E-FDDA-84CC-BD7D-C8C6193F29A0
4,-57,CB334F59-F065-7DAB-9C2B-5A3669B0BD26
4,-83,25EEE710-D922-C8EB-84FC-60C776058272
4,-58,51808EF8-2162-420F-731F-0817F82681B1
4,-70,B43A23A2-9E71-C6E8-E077-47C1867CA41C
4,-65,2E69403D-0597-EAD1-3A45-239969C651B6
4,-61,91592F85-8583-F7D2-B20C-CF8314BB5E59
4,-92,E454F94D-9C6E-ECA1-85D2-014317A7A8E9
4,-97,A87224AC-4440-6421-23F3-8D88EE4F2949
4,-68,ACE72ECA-09A9-EAC6-1AF2-2E76BF660E4E
4,-71,80280365-B20E-1CFF-B716-1AF288304351
4,-92,249C181E-96E7-D024-AD18-CEC7BE3C93E9
4,-79,B29B9BDF-31B4-EFB5-9341-4823593885EA
4,-92,2EAED031-3590-344B-C4A8-89837A4F7FD1
4,-82,A1444613-FD08-5AB4-70DE-F1C849A324D5
4,-78,62AD6CB1-240F-3D43-8405-33EC8BF3D7BB
4,-75,D59D2354-372E-EC13-7BDA-49D8735505CC
4,-56,CEEB922A-7DDE-46D0-CDC8-E7CDA8BD08A2
4,-74,C1585FD6-BAD0-9CC9-A0DD-D6A5137C7C97
4,-70,014E3480-8DCF-32C5-FB83-0FE3F9E647A1
4,-71,AB7D83E5-7101-36F5-D2B4-668B2C9A7903
4,-63,5CF555D6-48CA-4ADC-9211-635182D7E387
4,-87,C43A9D69-523A-95DA-C4D0-C87F69B323E1
4,-85,1A6F6B1A-5B42-9260-9384-259F81E6E89C
4,-72,A1ED206E-338C-46F5-A589-35FC4E56E4FA
4,-72,CB3FA815-792F-F093-ACFF-69B2FB6871CF
4,-70,13611532-E963-EE25-A8B6-448A5F64C501
4,-76,3E0588ED-B074-0E75-CF27-8FD8719BC258
4,-99,E4449501-7A76-AA58-CC11-0D5292F8E06A
4,-65,8BDFFC3A-CAB9-9C5A-5F90-222316CF3FB3
4,-70,99FC17B2-BBDE-A56A-E241-2F789956D915
4,-78,10E79AFE-4E98-6854-65EF-3E2C2D93DC46
4,-69,497D108A-8000-60BF-9EC6-D425A99F01B2
4,-100,B7D877B4-8EBF-A152-4CB3-42721417111E
4,-61,0927D63B-9C1F-550F-2837-833C800C0015
4,-94,55A8B95C-73EA-2CF7-EF97-C5021547DBC3
4,-88,c4:36:c0:e3:cc:3f
4,-88,c4:36:c0:e3:cc:38
4,-88,b0:c7:45:c9:0d:d5
4,-87,9e:ad:97:b9:a0:be
4,-87,c4:36:c0:e3:cc:3e
4,-87,10:27:f5:e3:50:97
4,-86,b0:26:80:d1:d8:ae
4,-86,84:af:ec:a7:f2:b4
4,-85,c4:3c:ea:3f:44:23
4,-85,b0:26:80:d1:d8:af
4,-84,b0:26:80:d1:d8:a0
4,-77,80:ea:96:f2:cc:77
4,-75,e8:4f:25:d6:2e:b9
4,-75,c0:06:c3:c0:b9:d3
4,-74,b0:26:80:d1:cf:01
4,-73,16:27:f5:e3:50:96
4,-73,ac:44:f2:8c:e9:20
4,-72,10:27:f5:e3:50:96
4,-71,c4:36:c0:e3:cc:37
4,-71,84:af:ec:86:f0:60
4,-70,c4:36:c0:e3:cc:36
4,-69,28:ac:9e:3e:b9:a0
4,-69,80:ea:96:f2:cc:76
4,-68,c4:36:c0:e3:cc:30
4,-68,28:ac:9e:3e:b9:a1
4,-67,c6:06:c3:c0:b9:d2
4,-67,c0:06:c3:c0:b9:d2
4,-63,d0:40:ef:f9:f0:9d
4,-59,60:84:bd:de:7c:60
4,-57,e8:4f:25:d6:0e:45
4,-49,c0:25:a2:a7:2e:2a
4,-40,e8:4f:25:d3:9b:75
4,-58,60:84:bd:de:7c:67
4,-56,ac:44:f2:8c:b0:e0
4,-55,ac:44:f2:8c:e8:a8
4,-52,b0:26:80:d1:cf:0f
4,-52,b0:26:80:d1:cf:0e
4,-51,28:ac:9e:3e:b9:ae
4,-51,28:ac:9e:3e:b9:af
4,-45,c0:25:a2:a7:2e:2b
4,-42,c0:25:a2:a9:b1:4f
5,-39,7D1D648C-8CED-928B-3483-B164419E75B2
5,-74,32F31CC5-70F7-2C9C-C688-6996A985B386
5,-74,C1585FD6-BAD0-9CC9-A0DD-D6A5137C7C97
5,-96,3A292ADA-B6CF-253F-2188-1D00821B2821
5,-71,8792153E-FDDA-84CC-BD7D-C8C6193F29A0
5,-91,A1444613-FD08-5AB4-70DE-F1C849A324D5
5,-76,99FC17B2-BBDE-A56A-E241-2F789956D915
5,-71,CB3FA815-792F-F093-ACFF-69B2FB6871CF
5,-52,7ACF5DA2-65CB-4119-12AB-22CBA8C09B29
5,-84,B29B9BDF-31B4-EFB5-9341-4823593885EA
5,-76,3E0588ED-B074-0E75-CF27-8FD8719BC258
5,-60,8A50F6B1-3DB1-A85A-6ED9-343168E5E515
5,-93,A24CC2A3-FC82-437A-DA70-A30AFA2E6483
5,-86,B779BA50-0B02-B6EB-F369-2E330AFC31F5
