,address,var
74,9DC43723-8F13-4ABC-C756-AFD6762A9883,124.0
36,402B799D-D0B5-1828-8A38-5A7872AC004C,93.34444444444445
89,BB056977-A587-1AFB-A755-C463C98593B4,92.33333333333337
99,D5AA8D74-3DBE-82D4-19CE-34AA4530CF30,87.33333333333333
107,EC8DCE43-DC6A-E4ED-F9BC-72AFA2076DEE,86.33333333333334
48,6439E5F8-45A3-2BF9-A90F-2F5412EAD07E,84.82916666666671
141,d0:40:ef:f9:f0:9d,82.09941520467841
42,5CF555D6-48CA-4ADC-9211-635182D7E387,78.28078817733979
85,B29B9BDF-31B4-EFB5-9341-4823593885EA,75.59126984126986
57,80324D1A-7A05-DCA2-D675-DF7AE48F80D0,69.95105820105819
26,2E69403D-0597-EAD1-3A45-239969C651B6,66.47384615384624
96,CEEB922A-7DDE-46D0-CDC8-E7CDA8BD08A2,66.29344729344733
13,13611532-E963-EE25-A8B6-448A5F64C501,65.91666666666669
83,ACE72ECA-09A9-EAC6-1AF2-2E76BF660E4E,65.36111111111111
92,C273A7C0-D2CF-7033-9066-63DE621A6AF6,64.66666666666664
65,8A60BD70-3625-C7FC-E1BD-921F21A9665A,56.33333333333333
77,A1444613-FD08-5AB4-70DE-F1C849A324D5,54.071428571428584
67,8D85DC3F-F1EF-4CFB-E847-EC1D4E0EE582,54.0
75,9F78548A-9526-975D-5327-2C4E18955E6B,50.09583333333334
105,E6E3BBB0-08C4-E3BD-BB12-3A33DB89A060,48.69999999999999
60,84:af:ec:86:f0:60,46.80000000000002
66,8BDFFC3A-CAB9-9C5A-5F90-222316CF3FB3,45.93290043290048
102,E1BEC981-F150-F7B4-9462-855BE34E0B7F,42.16666666666668
100,D7CE3214-813E-2313-E821-80A6ECE54CA1,40.916666666666664
106,E93AB3DA-6277-0FCF-F172-4C8891BDB8EA,35.56666666666666
78,A1ED206E-338C-46F5-A589-35FC4E56E4FA,35.28654970760242
90,BBE44E4E-3BEA-1528-EFA4-7A324456043A,33.58160919540229
81,A8B90212-933E-55E6-900F-3061F77A9AA2,33.00000000000002
95,CB3FA815-792F-F093-ACFF-69B2FB6871CF,32.98461538461539
69,91592F85-8583-F7D2-B20C-CF8314BB5E59,28.82333333333332
87,B779BA50-0B02-B6EB-F369-2E330AFC31F5,27.833333333333297
72,99FC17B2-BBDE-A56A-E241-2F789956D915,27.38405797101449
8,0927D63B-9C1F-550F-2837-833C800C0015,27.06615384615386
22,28:ac:9e:3e:b9:a0,25.959999999999976
51,7390391D-AA27-8830-875B-FDA1FE16BA66,25.333333333333318
23,28:ac:9e:3e:b9:a1,24.473684210526297
5,014E3480-8DCF-32C5-FB83-0FE3F9E647A1,23.60000000000001
125,c0:06:c3:c0:b9:d2,22.891625615763537
86,B43A23A2-9E71-C6E8-E077-47C1867CA41C,22.815270935960626
39,497D108A-8000-60BF-9EC6-D425A99F01B2,22.76923076923074
16,1A6F6B1A-5B42-9260-9384-259F81E6E89C,22.31216931216931
30,32F31CC5-70F7-2C9C-C688-6996A985B386,21.2
116,b0:26:80:d1:cf:01,21.168421052631583
84,AF3BF79E-D90C-914D-A5A2-59CA303B2846,21.14285714285716
109,FA1B5EB7-9854-EF57-0011-9DAF510B3836,21.102631578947403
104,E454F94D-9C6E-ECA1-85D2-014317A7A8E9,20.778947368421054
38,470BCD0E-4128-C60A-A81D-998F97C53329,20.700000000000003
18,25EEE710-D922-C8EB-84FC-60C776058272,20.629629629629633
37,4595A0A1-833D-74BD-EB56-11903B509213,20.333333333333332
82,AB7D83E5-7101-36F5-D2B4-668B2C9A7903,19.250000000000018
64,8A50F6B1-3DB1-A85A-6ED9-343168E5E515,18.850529100529098
33,3E0588ED-B074-0E75-CF27-8FD8719BC258,18.506896551724108
108,F0571E8D-A7BA-A618-7C1F-9B5DE0708944,16.73333333333338
44,5FAEC74A-B372-18CD-3464-305CD379F907,15.961640211640214
29,31F5A215-5EAD-CBC2-8330-E7B8F193D9E5,15.944444444444429
129,c0:25:a2:a8:01:22,15.750000000000004
63,8792153E-FDDA-84CC-BD7D-C8C6193F29A0,15.272727272727298
127,c0:25:a2:a7:2e:2a,15.222988505747104
115,b0:26:80:d1:cf:00,14.952569169960464
7,0896FD2C-8A5B-89C7-99EA-A33F73198964,14.914285714285716
58,80:ea:96:f2:cc:76,14.46091954022986
56,80280365-B20E-1CFF-B716-1AF288304351,14.333333333333321
98,D59D2354-372E-EC13-7BDA-49D8735505CC,14.295384615384615
70,934E5015-1188-46DC-D656-19F40EBAA913,13.866666666666678
11,10E79AFE-4E98-6854-65EF-3E2C2D93DC46,13.527093596059116
97,CF8CD542-9487-2D8C-1F4E-43B4A756C17F,13.191176470588234
52,756C2E00-2EDF-F925-AFCF-51F8DC12B3B9,12.992424242424244
50,6A24D35D-35ED-06B5-B39A-EAD4365222EA,12.151515151515156
27,2EAED031-3590-344B-C4A8-89837A4F7FD1,11.17543859649123
111,FE156ECF-94AA-C7AE-6986-433F101573A6,10.835164835164838
91,C1585FD6-BAD0-9CC9-A0DD-D6A5137C7C97,9.97628458498024
110,FA3E01C8-BFD2-EEB6-4B65-3FE180426693,9.866666666666665
49,67FFA22E-F2BD-3665-AD1C-2ABCEC892E3B,9.654545454545465
94,CB334F59-F065-7DAB-9C2B-5A3669B0BD26,8.109788359788363
145,e8:4f:25:d6:0e:45,7.322660098522168
103,E4449501-7A76-AA58-CC11-0D5292F8E06A,6.761437908496729
53,77E25248-68BD-55D5-353C-70A9B5BC4147,6.700000000000008
47,62AD6CB1-240F-3D43-8405-33EC8BF3D7BB,6.46753246753247
68,8FA76E7C-0AA3-26FE-21C4-58CDEED4E8E9,6.285714285714287
32,3A292ADA-B6CF-253F-2188-1D00821B2821,6.166666666666667
45,60:84:bd:de:7c:60,5.7517241379310375
54,7ACF5DA2-65CB-4119-12AB-22CBA8C09B29,5.75000000000001
93,C43A9D69-523A-95DA-C4D0-C87F69B323E1,4.916666666666675
41,51808EF8-2162-420F-731F-0817F82681B1,4.772486772486773
40,4c:32:75:c6:d3:a4,4.677777777777787
71,98BD1E1D-667F-6465-F2C0-AD62408ADEE8,4.333333333333325
35,40234201-0248-FAD4-2893-17374C36AD8B,3.7499999999999996
119,b0:26:80:d1:d8:a0,3.695833333333339
4,00:90:fe:f7:da:b6,3.566666666666666
131,c0:25:a2:a9:b1:4f,3.420689655172423
6,04BAB474-320A-44CF-2E48-F6A57219ED08,3.39000000000002
144,e8:4f:25:d3:9b:75,3.169950738916259
128,c0:25:a2:a7:2e:2b,2.896551724137928
55,7D1D648C-8CED-928B-3483-B164419E75B2,2.7806267806267826
140,c6:06:c3:c0:b9:d2,2.622222222222222
17,249C181E-96E7-D024-AD18-CEC7BE3C93E9,2.5624999999999982
14,1667049A-7372-C30D-89B2-B1ECA12DB046,2.4301994301994303
73,9A5F8A1B-3BD7-0A1B-99CE-D4B805F0FA27,2.34022988505747
113,ac:44:f2:8c:e8:a8,2.327586206896552
132,c4:36:c0:e3:cc:30,2.3088235294117605
79,A24CC2A3-FC82-437A-DA70-A30AFA2E6483,2.209523809523812
28,2FD35A34-4C5E-50DD-0EC1-636D6F5D6545,2.1666666666666665
12,11568810-14EB-73E2-57A7-8E4F671044D2,2.106153846153851
3,00:90:fe:f7:da:b4,1.8380952380952376
80,A87224AC-4440-6421-23F3-8D88EE4F2949,1.692307692307691
88,B7D877B4-8EBF-A152-4CB3-42721417111E,1.6666666666666714
59,80:ea:96:f2:cc:77,1.5126436781609298
126,c0:06:c3:c0:b9:d3,1.4712643678160964
112,ac:44:f2:8c:b0:e0,1.282758620689658
124,b0:c7:45:c9:0d:d5,1.2747126436781633
46,60:84:bd:de:7c:67,1.2643678160919598
62,84:af:ec:a7:f2:b4,1.2643678160919452
15,16:27:f5:e3:50:96,1.200000000000006
114,ac:44:f2:8c:e9:20,0.8919540229885063
24,28:ac:9e:3e:b9:ae,0.8057471264367809
123,b0:c7:45:c9:0d:d0,0.7499999999999969
25,28:ac:9e:3e:b9:af,0.685057471264367
43,5D513F40-4026-8A54-9A29-53EF657C550A,0.6666666666666666
121,b0:26:80:d1:d8:ae,0.6160919540229863
122,b0:26:80:d1:d8:af,0.5850574712643661
117,b0:26:80:d1:cf:0e,0.5471264367816097
135,c4:36:c0:e3:cc:38,0.5471264367816085
118,b0:26:80:d1:cf:0f,0.5160919540229889
101,DCB25614-9ADE-B1F7-5069-BE3843A94AC7,0.5
10,10:27:f5:e3:50:97,0.488505747126437
61,84:af:ec:86:f0:70,0.45999999999999996
136,c4:36:c0:e3:cc:3e,0.43793103448276394
137,c4:36:c0:e3:cc:3f,0.3505747126436751
31,3926EA01-ED4F-1DDF-D9CE-1175F3DC3DD0,0.3333333333333333
1,00:24:a5:7b:aa:30,0.2999999999999986
134,c4:36:c0:e3:cc:37,0.26785714285714207
76,9e:ad:97:b9:a0:be,0.2499999999999991
20,28:ac:9e:3e:b1:8e,0.23333333333333123
21,28:ac:9e:3e:b1:8f,0.2307692307692252
130,c0:25:a2:a8:01:23,0.17777777777777687
139,c4:3c:ea:3f:44:2a,0.1250000000000006
142,d0:4f:58:52:f8:70,0.0
143,d0:4f:58:52:f8:71,0.0
0,00:1d:73:f8:87:60,0.0
138,c4:3c:ea:3f:44:23,0.0
133,c4:36:c0:e3:cc:36,0.0
120,b0:26:80:d1:d8:a1,0.0
34,3c:7c:3f:3e:71:44,0.0
19,28:ac:9e:3e:b1:80,0.0
9,10:27:f5:e3:50:96,0.0
2,00:24:a5:7b:b2:80,0.0
146,e8:4f:25:d6:2e:b9,0.0
